delta_m,i_d,v_r,v_g,v_b
3,243.772500000,0.003922,0.003922,0.003922
3,246.210200000,0.000000,0.000000,0.000000
3,248.672300000,0.003922,0.003922,0.003922
3,251.159000000,0.000000,0.000000,0.000000
3,253.670600000,0.000000,0.000000,0.000000
3,256.207300000,0.000000,0.000000,0.000000
3,258.769400000,0.000000,0.000000,0.000000
3,261.357100000,0.000000,0.000000,0.000000
3,263.970600000,0.003922,0.003922,0.003922
3,266.610300000,0.003922,0.003922,0.003922
3,269.276400000,0.003922,0.003922,0.003922
3,271.969200000,0.000000,0.000000,0.000000
3,274.688900000,0.000000,0.000000,0.000000
3,277.435800000,0.003922,0.003922,0.003922
3,280.210100000,0.000000,0.000000,0.000000
3,283.012200000,0.000000,0.000000,0.000000
3,285.842300000,0.003922,0.003922,0.003922
3,288.700700000,0.000000,0.000000,0.000000
3,291.587700000,0.003922,0.003922,0.003922
3,294.503600000,0.000000,0.000000,0.000000
3,297.448600000,0.000000,0.000000,0.000000
3,300.423100000,0.000000,0.000000,0.000000
3,303.427400000,0.000000,0.000000,0.000000
3,306.461600000,0.000000,0.000000,0.000000
3,309.526200000,0.003922,0.003922,0.003922
3,312.621500000,0.003922,0.003922,0.003922
3,315.747700000,0.003922,0.003922,0.003922
3,318.905200000,0.000000,0.000000,0.000000
3,322.094200000,0.000000,0.000000,0.000000
3,325.315200000,0.003922,0.003922,0.003922
3,328.568300000,0.000000,0.000000,0.000000
3,331.854000000,0.000000,0.000000,0.000000
3,335.172500000,0.003922,0.003922,0.003922
3,338.524300000,0.000000,0.000000,0.000000
3,341.909500000,0.003922,0.003922,0.003922
3,345.328600000,0.000000,0.000000,0.000000
3,348.781900000,0.000000,0.000000,0.000000
3,352.269700000,0.000000,0.000000,0.000000
3,355.792400000,0.000000,0.000000,0.000000
3,359.350300000,0.000000,0.000000,0.000000
3,362.943800000,0.003922,0.003922,0.003922
3,366.573300000,0.003922,0.003922,0.003922
3,370.239000000,0.003922,0.003922,0.003922
3,373.941400000,0.000000,0.000000,0.000000
3,377.680800000,0.000000,0.000000,0.000000
3,381.457600000,0.003922,0.003922,0.003922
3,385.272200000,0.000000,0.000000,0.000000
3,389.124900000,0.000000,0.000000,0.000000
3,393.016100000,0.003922,0.003922,0.003922
3,396.946300000,0.000000,0.000000,0.000000
4,0.000100000,0.003922,0.003922,0.003922
4,0.000101000,0.000000,0.000000,0.000000
4,0.000102010,0.000000,0.000000,0.000000
4,0.000103030,0.000000,0.000000,0.000000
4,0.000104060,0.000000,0.000000,0.000000
4,0.000105101,0.000000,0.000000,0.000000
4,0.000106152,0.003922,0.003922,0.003922
4,0.000107214,0.003922,0.003922,0.003922
4,0.000108286,0.003922,0.003922,0.003922
4,0.000109369,0.000000,0.000000,0.000000
4,0.000110462,0.000000,0.000000,0.000000
4,0.000111567,0.003922,0.003922,0.003922
4,0.000112683,0.000000,0.000000,0.000000
4,0.000113809,0.000000,0.000000,0.000000
4,0.000114947,0.003922,0.003922,0.003922
4,0.000116097,0.000000,0.000000,0.000000
4,0.000117258,0.003922,0.003922,0.003922
4,0.000118430,0.000000,0.000000,0.000000
4,0.000119615,0.000000,0.000000,0.000000
4,0.000120811,0.000000,0.000000,0.000000
4,0.000122019,0.000000,0.000000,0.000000
4,0.000123239,0.000000,0.000000,0.000000
4,0.000124472,0.003922,0.003922,0.003922
4,0.000125716,0.003922,0.003922,0.003922
4,0.000126973,0.003922,0.003922,0.003922
4,0.000128243,0.000000,0.000000,0.000000
4,0.000129526,0.000000,0.000000,0.000000
4,0.000130821,0.003922,0.003922,0.003922
4,0.000132129,0.000000,0.000000,0.000000
4,0.000133450,0.000000,0.000000,0.000000
4,0.000134785,0.003922,0.003922,0.003922
4,0.000136133,0.000000,0.000000,0.000000
4,0.000137494,0.003922,0.003922,0.003922
4,0.000138869,0.000000,0.000000,0.000000
4,0.000140258,0.000000,0.000000,0.000000
4,0.000141660,0.000000,0.000000,0.000000
4,0.000143077,0.000000,0.000000,0.000000
4,0.000144508,0.000000,0.000000,0.000000
4,0.000145953,0.003922,0.003922,0.003922
4,0.000147412,0.003922,0.003922,0.003922
4,0.000148886,0.003922,0.003922,0.003922
4,0.000150375,0.000000,0.000000,0.000000
4,0.000151879,0.000000,0.000000,0.000000
4,0.000153398,0.003922,0.003922,0.003922
4,0.000154932,0.000000,0.000000,0.000000
4,0.000156481,0.000000,0.000000,0.000000
4,0.000158046,0.003922,0.003922,0.003922
4,0.000159626,0.000000,0.000000,0.000000
4,0.000161223,0.003922,0.003922,0.003922
4,0.000162835,0.000000,0.000000,0.000000
4,0.000164463,0.000000,0.000000,0.000000
4,0.000166108,0.000000,0.000000,0.000000
4,0.000167769,0.000000,0.000000,0.000000
4,0.000169446,0.000000,0.000000,0.000000
4,0.000171141,0.003922,0.003922,0.003922
4,0.000172852,0.003922,0.003922,0.003922
4,0.000174581,0.003922,0.003922,0.003922
4,0.000176327,0.000000,0.000000,0.000000
4,0.000178090,0.000000,0.000000,0.000000
4,0.000179871,0.003922,0.003922,0.003922
4,0.000181670,0.000000,0.000000,0.000000
4,0.000183486,0.000000,0.000000,0.000000
4,0.000185321,0.003922,0.003922,0.003922
4,0.000187174,0.000000,0.000000,0.000000
4,0.000189046,0.003922,0.003922,0.003922
4,0.000190937,0.000000,0.000000,0.000000
4,0.000192846,0.000000,0.000000,0.000000
4,0.000194774,0.000000,0.000000,0.000000
4,0.000196722,0.000000,0.000000,0.000000
4,0.000198689,0.000000,0.000000,0.000000
4,0.000200676,0.003922,0.003922,0.003922
4,0.000202683,0.003922,0.003922,0.003922
4,0.000204710,0.003922,0.003922,0.003922
4,0.000206757,0.000000,0.000000,0.000000
4,0.000208824,0.000000,0.000000,0.000000
4,0.000210913,0.003922,0.003922,0.003922
4,0.000213022,0.000000,0.000000,0.000000
4,0.000215152,0.000000,0.000000,0.000000
4,0.000217304,0.003922,0.003922,0.003922
4,0.000219477,0.000000,0.000000,0.000000
4,0.000221671,0.003922,0.003922,0.003922
4,0.000223888,0.000000,0.000000,0.000000
4,0.000226127,0.000000,0.000000,0.000000
4,0.000228388,0.000000,0.000000,0.000000
4,0.000230672,0.000000,0.000000,0.000000
4,0.000232979,0.000000,0.000000,0.000000
4,0.000235309,0.003922,0.003922,0.003922
4,0.000237662,0.003922,0.003922,0.003922
4,0.000240038,0.003922,0.003922,0.003922
4,0.000242439,0.000000,0.000000,0.000000
4,0.000244863,0.000000,0.000000,0.000000
4,0.000247312,0.003922,0.003922,0.003922
4,0.000249785,0.000000,0.000000,0.000000
4,0.000252283,0.000000,0.000000,0.000000
4,0.000254805,0.003922,0.003922,0.003922
4,0.000257353,0.000000,0.000000,0.000000
4,0.000259927,0.003922,0.003922,0.003922
4,0.000262526,0.000000,0.000000,0.000000
4,0.000265152,0.000000,0.000000,0.000000
4,0.000267803,0.000000,0.000000,0.000000
4,0.000270481,0.000000,0.000000,0.000000
4,0.000273186,0.000000,0.000000,0.000000
4,0.000275918,0.003922,0.003922,0.003922
4,0.000278677,0.003922,0.003922,0.003922
4,0.000281464,0.003922,0.003922,0.003922
4,0.000284278,0.000000,0.000000,0.000000
4,0.000287121,0.000000,0.000000,0.000000
4,0.000289992,0.003922,0.003922,0.003922
4,0.000292892,0.000000,0.000000,0.000000
4,0.000295821,0.000000,0.000000,0.000000
4,0.000298779,0.003922,0.003922,0.003922
4,0.000301767,0.000000,0.000000,0.000000
4,0.000304785,0.003922,0.003922,0.003922
4,0.000307833,0.000000,0.000000,0.000000
4,0.000310911,0.000000,0.000000,0.000000
4,0.000314020,0.000000,0.000000,0.000000
4,0.000317160,0.000000,0.000000,0.000000
4,0.000320332,0.000000,0.000000,0.000000
4,0.000323535,0.003922,0.003922,0.003922
4,0.000326770,0.003922,0.003922,0.003922
4,0.000330038,0.003922,0.003922,0.003922
4,0.000333339,0.000000,0.000000,0.000000
4,0.000336672,0.000000,0.000000,0.000000
4,0.000340039,0.003922,0.003922,0.003922
4,0.000343439,0.000000,0.000000,0.000000
4,0.000346873,0.000000,0.000000,0.000000
4,0.000350342,0.003922,0.003922,0.003922
4,0.000353846,0.000000,0.000000,0.000000
4,0.000357384,0.003922,0.003922,0.003922
4,0.000360958,0.000000,0.000000,0.000000
4,0.000364567,0.000000,0.000000,0.000000
4,0.000368213,0.000000,0.000000,0.000000
4,0.000371895,0.000000,0.000000,0.000000
4,0.000375614,0.000000,0.000000,0.000000
4,0.000379370,0.003922,0.003922,0.003922
4,0.000383164,0.003922,0.003922,0.003922
4,0.000386996,0.003922,0.003922,0.003922
4,0.000390866,0.000000,0.000000,0.000000
4,0.000394774,0.000000,0.000000,0.000000
4,0.000398722,0.003922,0.003922,0.003922
4,0.000402709,0.000000,0.000000,0.000000
4,0.000406736,0.000000,0.000000,0.000000
4,0.000410804,0.003922,0.003922,0.003922
4,0.000414912,0.000000,0.000000,0.000000
4,0.000419061,0.003922,0.003922,0.003922
4,0.000423251,0.000000,0.000000,0.000000
4,0.000427484,0.000000,0.000000,0.000000
4,0.000431759,0.000000,0.000000,0.000000
4,0.000436076,0.000000,0.000000,0.000000
4,0.000440437,0.000000,0.000000,0.000000
4,0.000444841,0.003922,0.003922,0.003922
4,0.000449290,0.003922,0.003922,0.003922
4,0.000453783,0.003922,0.003922,0.003922
4,0.000458321,0.000000,0.000000,0.000000
4,0.000462904,0.000000,0.000000,0.000000
4,0.000467533,0.003922,0.003922,0.003922
4,0.000472208,0.000000,0.000000,0.000000
4,0.000476930,0.000000,0.000000,0.000000
4,0.000481699,0.003922,0.003922,0.003922
4,0.000486516,0.000000,0.000000,0.000000
4,0.000491382,0.003922,0.003922,0.003922
4,0.000496295,0.000000,0.000000,0.000000
4,0.000501258,0.000000,0.000000,0.000000
4,0.000506271,0.000000,0.000000,0.000000
4,0.000511334,0.000000,0.000000,0.000000
4,0.000516447,0.000000,0.000000,0.000000
4,0.000521611,0.003922,0.003922,0.003922
4,0.000526828,0.003922,0.003922,0.003922
4,0.000532096,0.003922,0.003922,0.003922
4,0.000537417,0.000000,0.000000,0.000000
4,0.000542791,0.000000,0.000000,0.000000
4,0.000548219,0.003922,0.003922,0.003922
4,0.000553701,0.000000,0.000000,0.000000
4,0.000559238,0.000000,0.000000,0.000000
4,0.000564830,0.003922,0.003922,0.003922
4,0.000570479,0.000000,0.000000,0.000000
4,0.000576183,0.003922,0.003922,0.003922
4,0.000581945,0.000000,0.000000,0.000000
4,0.000587765,0.000000,0.000000,0.000000
4,0.000593642,0.000000,0.000000,0.000000
4,0.000599579,0.000000,0.000000,0.000000
4,0.000605575,0.000000,0.000000,0.000000
4,0.000611630,0.003922,0.003922,0.003922
4,0.000617747,0.003922,0.003922,0.003922
4,0.000623924,0.003922,0.003922,0.003922
4,0.000630163,0.000000,0.000000,0.000000
4,0.000636465,0.000000,0.000000,0.000000
4,0.000642830,0.003922,0.003922,0.003922
4,0.000649258,0.000000,0.000000,0.000000
4,0.000655750,0.000000,0.000000,0.000000
4,0.000662308,0.003922,0.003922,0.003922
4,0.000668931,0.000000,0.000000,0.000000
4,0.000675620,0.003922,0.003922,0.003922
4,0.000682376,0.000000,0.000000,0.000000
4,0.000689200,0.000000,0.000000,0.000000
4,0.000696092,0.000000,0.000000,0.000000
4,0.000703053,0.000000,0.000000,0.000000
4,0.000710084,0.000000,0.000000,0.000000
4,0.000717184,0.003922,0.003922,0.003922
4,0.000724356,0.003922,0.003922,0.003922
4,0.000731600,0.003922,0.003922,0.003922
4,0.000738916,0.000000,0.000000,0.000000
4,0.000746305,0.000000,0.000000,0.000000
4,0.000753768,0.003922,0.003922,0.003922
4,0.000761306,0.000000,0.000000,0.000000
4,0.000768919,0.000000,0.000000,0.000000
4,0.000776608,0.003922,0.003922,0.003922
4,0.000784374,0.000000,0.000000,0.000000
4,0.000792218,0.003922,0.003922,0.003922
4,0.000800140,0.000000,0.000000,0.000000
4,0.000808141,0.000000,0.000000,0.000000
4,0.000816223,0.000000,0.000000,0.000000
4,0.000824385,0.000000,0.000000,0.000000
4,0.000832629,0.000000,0.000000,0.000000
4,0.000840955,0.003922,0.003922,0.003922
4,0.000849365,0.003922,0.003922,0.003922
4,0.000857858,0.003922,0.003922,0.003922
4,0.000866437,0.000000,0.000000,0.000000
4,0.000875101,0.000000,0.000000,0.000000
4,0.000883852,0.003922,0.003922,0.003922
4,0.000892691,0.000000,0.000000,0.000000
4,0.000901618,0.000000,0.000000,0.000000
4,0.000910634,0.003922,0.003922,0.003922
4,0.000919740,0.000000,0.000000,0.000000
4,0.000928938,0.003922,0.003922,0.003922
4,0.000938227,0.000000,0.000000,0.000000
4,0.000947609,0.000000,0.000000,0.000000
4,0.000957085,0.000000,0.000000,0.000000
4,0.000966656,0.000000,0.000000,0.000000
4,0.000976323,0.000000,0.000000,0.000000
4,0.000986086,0.003922,0.003922,0.003922
4,0.000995947,0.003922,0.003922,0.003922
4,0.001005906,0.321569,0.329412,0.325490
4,0.001015965,0.329412,0.333333,0.333333
4,0.001026125,0.329412,0.333333,0.333333
4,0.001036386,0.337255,0.341177,0.341177
4,0.001046750,0.333333,0.337255,0.337255
4,0.001057217,0.333333,0.337255,0.333333
4,0.001067790,0.337255,0.341177,0.341177
4,0.001078467,0.337255,0.341177,0.337255
4,0.001089252,0.345098,0.349020,0.341177
4,0.001100145,0.341177,0.345098,0.345098
4,0.001111146,0.341177,0.345098,0.345098
4,0.001122258,0.345098,0.349020,0.345098
4,0.001133480,0.349020,0.352941,0.352941
4,0.001144815,0.349020,0.356863,0.352941
4,0.001156263,0.352941,0.356863,0.352941
4,0.001167826,0.356863,0.364706,0.352941
4,0.001179504,0.356863,0.364706,0.352941
4,0.001191299,0.356863,0.360784,0.356863
4,0.001203212,0.356863,0.360784,0.356863
4,0.001215244,0.364706,0.368628,0.364706
4,0.001227397,0.360784,0.364706,0.360784
4,0.001239670,0.364706,0.372549,0.368628
4,0.001252067,0.372549,0.376471,0.372549
4,0.001264588,0.368628,0.376471,0.368628
4,0.001277234,0.372549,0.376471,0.372549
4,0.001290006,0.372549,0.380392,0.372549
4,0.001302906,0.372549,0.380392,0.376471
4,0.001315935,0.376471,0.380392,0.380392
4,0.001329095,0.380392,0.388235,0.384314
4,0.001342385,0.380392,0.388235,0.384314
4,0.001355809,0.384314,0.388235,0.388235
4,0.001369367,0.388235,0.392157,0.388235
4,0.001383061,0.388235,0.392157,0.392157
4,0.001396892,0.388235,0.392157,0.388235
4,0.001410861,0.396079,0.396079,0.396079
4,0.001424969,0.396079,0.400000,0.396079
4,0.001439219,0.396079,0.403922,0.396079
4,0.001453611,0.396079,0.403922,0.396079
4,0.001468147,0.400000,0.407843,0.400000
4,0.001482829,0.403922,0.411765,0.400000
4,0.001497657,0.407843,0.411765,0.407843
4,0.001512634,0.403922,0.407843,0.403922
4,0.001527760,0.407843,0.415686,0.407843
4,0.001543037,0.411765,0.415686,0.411765
4,0.001558468,0.411765,0.415686,0.411765
4,0.001574052,0.415686,0.423529,0.411765
4,0.001589793,0.419608,0.423529,0.419608
4,0.001605691,0.419608,0.423529,0.419608
4,0.001621748,0.423529,0.427451,0.423529
4,0.001637965,0.423529,0.427451,0.423529
4,0.001654345,0.427451,0.431373,0.427451
4,0.001670888,0.427451,0.435294,0.427451
4,0.001687597,0.427451,0.435294,0.423529
4,0.001704473,0.427451,0.435294,0.427451
4,0.001721518,0.435294,0.439216,0.435294
4,0.001738733,0.435294,0.443137,0.435294
4,0.001756120,0.439216,0.443137,0.439216
4,0.001773681,0.439216,0.443137,0.439216
4,0.001791418,0.439216,0.443137,0.439216
4,0.001809332,0.443137,0.447059,0.443137
4,0.001827426,0.447059,0.450980,0.450980
4,0.001845700,0.447059,0.450980,0.450980
4,0.001864157,0.450980,0.454902,0.454902
4,0.001882799,0.454902,0.458824,0.454902
4,0.001901626,0.458824,0.462745,0.462745
4,0.001920643,0.454902,0.462745,0.462745
4,0.001939849,0.462745,0.466667,0.462745
4,0.001959248,0.462745,0.470588,0.462745
4,0.001978840,0.458824,0.466667,0.462745
4,0.001998628,0.462745,0.470588,0.462745
4,0.002018614,0.470588,0.478431,0.478431
4,0.002038801,0.470588,0.478431,0.474510
4,0.002059189,0.470588,0.478431,0.478431
4,0.002079780,0.474510,0.478431,0.478431
4,0.002100578,0.470588,0.478431,0.478431
4,0.002121584,0.478431,0.486275,0.478431
4,0.002142800,0.478431,0.486275,0.482353
4,0.002164228,0.482353,0.490196,0.482353
4,0.002185870,0.486275,0.494118,0.486275
4,0.002207729,0.490196,0.498039,0.494118
4,0.002229806,0.494118,0.501961,0.494118
4,0.002252104,0.494118,0.498039,0.498039
4,0.002274625,0.498039,0.501961,0.498039
4,0.002297371,0.498039,0.505882,0.498039
4,0.002320345,0.498039,0.505882,0.501961
4,0.002343548,0.498039,0.501961,0.501961
4,0.002366984,0.505882,0.513726,0.509804
4,0.002390653,0.509804,0.513726,0.509804
4,0.002414560,0.509804,0.517647,0.509804
4,0.002438705,0.505882,0.513726,0.509804
4,0.002463093,0.509804,0.517647,0.509804
4,0.002487723,0.517647,0.521569,0.521569
4,0.002512601,0.517647,0.521569,0.521569
4,0.002537727,0.525490,0.529412,0.525490
4,0.002563104,0.529412,0.537255,0.529412
4,0.002588735,0.525490,0.533333,0.525490
4,0.002614622,0.533333,0.541177,0.537255
4,0.002640768,0.533333,0.537255,0.533333
4,0.002667176,0.533333,0.541177,0.537255
4,0.002693848,0.537255,0.545098,0.537255
4,0.002720786,0.533333,0.541177,0.533333
4,0.002747994,0.537255,0.545098,0.533333
4,0.002775474,0.545098,0.552941,0.545098
4,0.002803229,0.545098,0.552941,0.545098
4,0.002831261,0.549020,0.556863,0.552941
4,0.002859574,0.549020,0.556863,0.549020
4,0.002888169,0.549020,0.556863,0.549020
4,0.002917051,0.556863,0.564706,0.552941
4,0.002946222,0.560784,0.564706,0.560784
4,0.002975684,0.560784,0.568628,0.560784
4,0.003005441,0.564706,0.572549,0.568628
4,0.003035495,0.568628,0.576471,0.568628
4,0.003065850,0.572549,0.580392,0.576471
4,0.003096508,0.572549,0.576471,0.572549
4,0.003127473,0.572549,0.580392,0.572549
4,0.003158748,0.580392,0.588235,0.576471
4,0.003190336,0.576471,0.580392,0.576471
4,0.003222239,0.576471,0.584314,0.576471
4,0.003254461,0.588235,0.592157,0.588235
4,0.003287006,0.588235,0.596079,0.588235
4,0.003319876,0.592157,0.600000,0.588235
4,0.003353075,0.588235,0.596079,0.592157
4,0.003386605,0.592157,0.600000,0.592157
4,0.003420471,0.600000,0.603922,0.600000
4,0.003454676,0.596079,0.603922,0.600000
4,0.003489223,0.603922,0.611765,0.603922
4,0.003524115,0.607843,0.615686,0.611765
4,0.003559356,0.611765,0.615686,0.611765
4,0.003594949,0.611765,0.619608,0.615686
4,0.003630899,0.615686,0.619608,0.615686
4,0.003667208,0.619608,0.623529,0.619608
4,0.003703880,0.619608,0.627451,0.623529
4,0.003740919,0.615686,0.623529,0.619608
4,0.003778328,0.619608,0.627451,0.615686
4,0.003816111,0.627451,0.635294,0.635294
4,0.003854272,0.627451,0.635294,0.635294
4,0.003892815,0.631373,0.639216,0.635294
4,0.003931743,0.635294,0.643137,0.639216
4,0.003971060,0.635294,0.639216,0.639216
4,0.004010771,0.639216,0.647059,0.639216
4,0.004050879,0.643137,0.647059,0.647059
4,0.004091388,0.650980,0.654902,0.647059
4,0.004132302,0.650980,0.658824,0.647059
4,0.004173624,0.654902,0.658824,0.658824
4,0.004215361,0.658824,0.662745,0.658824
4,0.004257514,0.654902,0.662745,0.658824
4,0.004300089,0.662745,0.666667,0.662745
4,0.004343090,0.666667,0.670588,0.666667
4,0.004386521,0.662745,0.670588,0.666667
4,0.004430386,0.662745,0.670588,0.666667
4,0.004474690,0.674510,0.678431,0.670588
4,0.004519437,0.674510,0.682353,0.682353
4,0.004564631,0.682353,0.686275,0.682353
4,0.004610278,0.678431,0.686275,0.686275
4,0.004656381,0.678431,0.686275,0.686275
4,0.004702944,0.686275,0.694118,0.686275
4,0.004749974,0.690196,0.694118,0.694118
4,0.004797474,0.694118,0.698039,0.694118
4,0.004845448,0.701961,0.705882,0.705882
4,0.004893903,0.701961,0.709804,0.705882
4,0.004942842,0.701961,0.709804,0.705882
4,0.004992270,0.705882,0.709804,0.709804
4,0.005042193,0.705882,0.713726,0.709804
4,0.005092615,0.713726,0.717647,0.717647
4,0.005143541,0.713726,0.717647,0.713726
4,0.005194976,0.713726,0.717647,0.717647
4,0.005246926,0.725490,0.729412,0.721569
4,0.005299395,0.725490,0.729412,0.729412
4,0.005352390,0.725490,0.733333,0.733333
4,0.005405914,0.725490,0.729412,0.729412
4,0.005459973,0.729412,0.733333,0.733333
4,0.005514572,0.737255,0.741177,0.737255
4,0.005569718,0.733333,0.741177,0.733333
4,0.005625415,0.741177,0.745098,0.737255
4,0.005681669,0.749020,0.752941,0.749020
4,0.005738486,0.749020,0.752941,0.749020
4,0.005795871,0.752941,0.756863,0.756863
4,0.005853829,0.749020,0.756863,0.756863
4,0.005912368,0.756863,0.760784,0.756863
4,0.005971491,0.760784,0.768628,0.756863
4,0.006031206,0.756863,0.760784,0.760784
4,0.006091518,0.760784,0.764706,0.760784
4,0.006152433,0.772549,0.776471,0.768628
4,0.006213957,0.768628,0.772549,0.764706
4,0.006276097,0.776471,0.780392,0.776471
4,0.006338858,0.776471,0.784314,0.784314
4,0.006402247,0.784314,0.788235,0.784314
4,0.006466269,0.784314,0.788235,0.784314
4,0.006530932,0.788235,0.792157,0.784314
4,0.006596241,0.796079,0.800000,0.796079
4,0.006662203,0.796079,0.800000,0.796079
4,0.006728826,0.800000,0.803922,0.796079
4,0.006796114,0.803922,0.807843,0.803922
4,0.006864075,0.807843,0.811765,0.803922
4,0.006932715,0.807843,0.811765,0.811765
4,0.007002043,0.815686,0.819608,0.815686
4,0.007072063,0.807843,0.815686,0.807843
4,0.007142784,0.819608,0.823530,0.819608
4,0.007214211,0.823530,0.827451,0.823530
4,0.007286354,0.823530,0.831373,0.819608
4,0.007359217,0.831373,0.835294,0.823530
4,0.007432809,0.827451,0.831373,0.827451
4,0.007507137,0.831373,0.835294,0.827451
4,0.007582208,0.835294,0.839216,0.831373
4,0.007658030,0.843137,0.843137,0.839216
4,0.007734611,0.847059,0.847059,0.839216
4,0.007811957,0.850981,0.850981,0.843137
4,0.007890076,0.854902,0.854902,0.850981
4,0.007968977,0.858824,0.862745,0.850981
4,0.008048667,0.854902,0.858824,0.847059
4,0.008129153,0.858824,0.862745,0.862745
4,0.008210445,0.870588,0.870588,0.866667
4,0.008292549,0.870588,0.870588,0.870588
4,0.008375474,0.870588,0.870588,0.870588
4,0.008459229,0.874510,0.878431,0.874510
4,0.008543821,0.878431,0.886275,0.878431
4,0.008629259,0.882353,0.886275,0.882353
4,0.008715551,0.882353,0.886275,0.878431
4,0.008802706,0.886275,0.890196,0.886275
4,0.008890733,0.894118,0.898039,0.890196
4,0.008979640,0.894118,0.898039,0.890196
4,0.009069436,0.898039,0.901961,0.898039
4,0.009160130,0.901961,0.905882,0.898039
4,0.009251731,0.909804,0.909804,0.905882
4,0.009344249,0.913726,0.913726,0.905882
4,0.009437691,0.913726,0.913726,0.905882
4,0.009532068,0.917647,0.917647,0.913726
4,0.009627389,0.921569,0.925490,0.913726
4,0.009723662,0.921569,0.925490,0.925490
4,0.009820899,0.925490,0.929412,0.925490
4,0.009919108,0.933333,0.937255,0.937255
4,0.010018300,0.937255,0.937255,0.933333
4,0.010118480,0.941177,0.941177,0.937255
4,0.010219670,0.941177,0.941177,0.941177
4,0.010321860,0.945098,0.945098,0.941177
4,0.010425080,0.949020,0.952941,0.949020
4,0.010529330,0.952941,0.956863,0.949020
4,0.010634630,0.956863,0.956863,0.956863
4,0.010740970,0.964706,0.964706,0.960784
4,0.010848380,0.968628,0.968628,0.968628
4,0.010956860,0.972549,0.972549,0.968628
4,0.011066430,0.976471,0.976471,0.972549
4,0.011177100,0.980392,0.980392,0.972549
4,0.011288870,0.984314,0.984314,0.980392
4,0.011401760,0.984314,0.984314,0.976471
4,0.011515770,0.984314,0.984314,0.984314
4,0.011630930,0.996079,0.996079,0.988235
4,0.011747240,0.996079,0.996079,0.984314
4,0.011864710,1.000000,1.000000,0.996079
4,0.011983360,0.988235,0.988235,0.984314
4,0.012103190,0.984314,0.984314,0.984314
4,0.012224230,0.984314,0.984314,0.980392
4,0.012346470,0.980392,0.980392,0.980392
4,0.012469930,0.976471,0.976471,0.972549
4,0.012594630,0.976471,0.976471,0.976471
4,0.012720580,0.968628,0.968628,0.968628
4,0.012847780,0.968628,0.968628,0.968628
4,0.012976260,0.960784,0.960784,0.956863
4,0.013106020,0.956863,0.956863,0.956863
4,0.013237080,0.952941,0.952941,0.952941
4,0.013369450,0.945098,0.945098,0.941177
4,0.013503150,0.941177,0.941177,0.941177
4,0.013638180,0.941177,0.941177,0.937255
4,0.013774560,0.933333,0.933333,0.933333
4,0.013912310,0.929412,0.929412,0.929412
4,0.014051430,0.917647,0.917647,0.917647
4,0.014191940,0.913726,0.913726,0.917647
4,0.014333860,0.913726,0.913726,0.913726
4,0.014477200,0.909804,0.909804,0.913726
4,0.014621970,0.901961,0.901961,0.905882
4,0.014768190,0.898039,0.898039,0.898039
4,0.014915880,0.898039,0.898039,0.898039
4,0.015065030,0.890196,0.890196,0.898039
4,0.015215680,0.882353,0.882353,0.882353
4,0.015367840,0.882353,0.882353,0.882353
4,0.015521520,0.874510,0.874510,0.882353
4,0.015676730,0.862745,0.862745,0.862745
4,0.015833500,0.858824,0.858824,0.858824
4,0.015991840,0.858824,0.858824,0.866667
4,0.016151750,0.847059,0.847059,0.847059
4,0.016313270,0.850981,0.850981,0.850981
4,0.016476400,0.835294,0.835294,0.847059
4,0.016641170,0.827451,0.827451,0.827451
4,0.016807580,0.831373,0.831373,0.831373
4,0.016975660,0.819608,0.819608,0.831373
4,0.017145410,0.811765,0.811765,0.811765
4,0.017316870,0.803922,0.803922,0.815686
4,0.017490030,0.803922,0.803922,0.815686
4,0.017664940,0.796079,0.796079,0.796079
4,0.017841580,0.784314,0.784314,0.796079
4,0.018020000,0.776471,0.776471,0.776471
4,0.018200200,0.772549,0.768628,0.776471
4,0.018382200,0.768628,0.760784,0.772549
4,0.018566020,0.756863,0.752941,0.752941
4,0.018751680,0.752941,0.749020,0.756863
4,0.018939200,0.741177,0.733333,0.733333
4,0.019128590,0.733333,0.729412,0.737255
4,0.019319880,0.729412,0.725490,0.733333
4,0.019513080,0.721569,0.717647,0.717647
4,0.019708210,0.713726,0.709804,0.721569
4,0.019905290,0.701961,0.698039,0.698039
4,0.020104340,0.694118,0.690196,0.698039
4,0.020305390,0.682353,0.682353,0.678431
4,0.020508440,0.670588,0.670588,0.678431
4,0.020713520,0.670588,0.670588,0.678431
4,0.020920660,0.662745,0.658824,0.658824
4,0.021129870,0.650980,0.647059,0.658824
4,0.021341170,0.639216,0.635294,0.635294
4,0.021554580,0.623529,0.623529,0.631373
4,0.021770120,0.611765,0.607843,0.603922
4,0.021987820,0.607843,0.603922,0.611765
4,0.022207700,0.592157,0.588235,0.588235
4,0.022429780,0.584314,0.580392,0.588235
4,0.022654080,0.564706,0.560784,0.564706
4,0.022880620,0.552941,0.549020,0.564706
4,0.023109420,0.541177,0.541177,0.537255
4,0.023340520,0.529412,0.529412,0.537255
4,0.023573920,0.513726,0.513726,0.513726
4,0.023809660,0.505882,0.501961,0.517647
4,0.024047750,0.486275,0.486275,0.486275
4,0.024288230,0.474510,0.470588,0.486275
4,0.024531110,0.454902,0.450980,0.450980
4,0.024776420,0.439216,0.435294,0.450980
4,0.025024190,0.427451,0.423529,0.423529
4,0.025274430,0.400000,0.396079,0.419608
