delta_m,i_d,v_r,v_g,v_b
21,7.872483000,0.996079,0.996079,0.992157
21,7.951208000,0.976471,0.976471,0.996079
21,8.030720000,0.956863,0.956863,0.960784
21,8.111027000,0.956863,0.956863,0.960784
21,8.192137000,0.933333,0.933333,0.956863
21,8.274058000,0.909804,0.909804,0.905882
21,8.356799000,0.909804,0.909804,0.905882
21,8.440367000,0.882353,0.882353,0.901961
21,8.524771000,0.854902,0.854902,0.858824
21,8.610019000,0.835294,0.835294,0.866667
21,8.696119000,0.835294,0.835294,0.862745
21,8.783080000,0.815686,0.815686,0.815686
21,8.870911000,0.784314,0.784314,0.811765
21,8.959620000,0.784314,0.784314,0.811765
21,9.049215000,0.756863,0.756863,0.756863
21,9.139708000,0.729412,0.729412,0.752941
21,9.231105000,0.705882,0.705882,0.705882
21,9.323416000,0.674510,0.674510,0.705882
21,9.416650000,0.674510,0.674510,0.705882
21,9.510817000,0.643137,0.643137,0.643137
21,9.605925000,0.607843,0.607843,0.639216
21,9.701983000,0.576471,0.572549,0.572549
21,9.799004000,0.541177,0.537255,0.576471
21,9.896994000,0.537255,0.533333,0.572549
21,9.995963000,0.494118,0.490196,0.494118
21,10.095920000,0.458824,0.454902,0.498039
21,10.196880000,0.403922,0.403922,0.403922
21,10.298850000,0.349020,0.345098,0.407843
21,10.401840000,0.266667,0.266667,0.266667
21,10.505860000,0.164706,0.164706,0.266667
21,10.610920000,0.000000,0.000000,0.000000
21,10.717020000,0.000000,0.000000,0.000000
21,10.824190000,0.000000,0.000000,0.000000
21,10.932440000,0.007843,0.003922,0.003922
21,11.041760000,0.007843,0.003922,0.003922
21,11.152180000,0.007843,0.003922,0.003922
21,11.263700000,0.007843,0.000000,0.000000
21,11.376340000,0.007843,0.000000,0.000000
21,11.490100000,0.007843,0.003922,0.003922
21,11.605000000,0.007843,0.000000,0.000000
21,11.721050000,0.007843,0.000000,0.000000
21,11.838260000,0.011765,0.003922,0.003922
21,11.956640000,0.007843,0.000000,0.000000
21,12.076210000,0.015686,0.003922,0.003922
21,12.196970000,0.007843,0.000000,0.000000
21,12.318940000,0.007843,0.000000,0.000000
21,12.442130000,0.011765,0.000000,0.000000
21,12.566550000,0.011765,0.000000,0.000000
21,12.692210000,0.011765,0.000000,0.000000
21,12.819140000,0.015686,0.003922,0.003922
21,12.947330000,0.011765,0.003922,0.003922
21,13.076800000,0.011765,0.003922,0.003922
21,13.207570000,0.007843,0.000000,0.000000
21,13.339640000,0.007843,0.000000,0.000000
21,13.473040000,0.007843,0.003922,0.003922
21,13.607770000,0.003922,0.000000,0.000000
21,13.743850000,0.003922,0.000000,0.000000
21,13.881290000,0.007843,0.003922,0.003922
21,14.020100000,0.003922,0.000000,0.000000
21,14.160300000,0.003922,0.003922,0.003922
21,14.301900000,0.000000,0.000000,0.000000
21,14.444920000,0.000000,0.000000,0.000000
21,14.589370000,0.000000,0.000000,0.000000
21,14.735260000,0.000000,0.000000,0.000000
21,14.882620000,0.000000,0.000000,0.000000
21,15.031440000,0.003922,0.003922,0.003922
21,15.181760000,0.003922,0.003922,0.003922
21,15.333570000,0.003922,0.003922,0.003922
21,15.486910000,0.000000,0.000000,0.000000
21,15.641780000,0.000000,0.000000,0.000000
21,15.798200000,0.003922,0.003922,0.003922
21,15.956180000,0.000000,0.000000,0.000000
21,16.115740000,0.000000,0.000000,0.000000
21,16.276900000,0.003922,0.003922,0.003922
21,16.439670000,0.000000,0.000000,0.000000
21,16.604060000,0.003922,0.003922,0.003922
21,16.770100000,0.000000,0.000000,0.000000
21,16.937810000,0.000000,0.000000,0.000000
21,17.107180000,0.000000,0.000000,0.000000
21,17.278260000,0.000000,0.000000,0.000000
21,17.451040000,0.000000,0.000000,0.000000
21,17.625550000,0.003922,0.003922,0.003922
21,17.801810000,0.003922,0.003922,0.003922
21,17.979820000,0.003922,0.003922,0.003922
21,18.159620000,0.000000,0.000000,0.000000
21,18.341220000,0.000000,0.000000,0.000000
21,18.524630000,0.003922,0.003922,0.003922
21,18.709880000,0.000000,0.000000,0.000000
21,18.896980000,0.000000,0.000000,0.000000
21,19.085950000,0.003922,0.003922,0.003922
21,19.276800000,0.000000,0.000000,0.000000
21,19.469570000,0.003922,0.003922,0.003922
21,19.664270000,0.000000,0.000000,0.000000
21,19.860910000,0.000000,0.000000,0.000000
21,20.059520000,0.000000,0.000000,0.000000
21,20.260110000,0.000000,0.000000,0.000000
21,20.462720000,0.000000,0.000000,0.000000
21,20.667340000,0.003922,0.003922,0.003922
21,20.874010000,0.003922,0.003922,0.003922
21,21.082750000,0.003922,0.003922,0.003922
21,21.293580000,0.000000,0.000000,0.000000
21,21.506520000,0.000000,0.000000,0.000000
21,21.721580000,0.003922,0.003922,0.003922
21,21.938800000,0.000000,0.000000,0.000000
21,22.158190000,0.000000,0.000000,0.000000
21,22.379770000,0.003922,0.003922,0.003922
21,22.603570000,0.000000,0.000000,0.000000
21,22.829600000,0.003922,0.003922,0.003922
21,23.057900000,0.000000,0.000000,0.000000
21,23.288480000,0.000000,0.000000,0.000000
21,23.521360000,0.000000,0.000000,0.000000
21,23.756580000,0.000000,0.000000,0.000000
21,23.994140000,0.000000,0.000000,0.000000
21,24.234080000,0.003922,0.003922,0.003922
21,24.476420000,0.003922,0.003922,0.003922
21,24.721190000,0.003922,0.003922,0.003922
21,24.968400000,0.000000,0.000000,0.000000
21,25.218080000,0.000000,0.000000,0.000000
21,25.470260000,0.003922,0.003922,0.003922
21,25.724960000,0.000000,0.000000,0.000000
21,25.982210000,0.000000,0.000000,0.000000
21,26.242040000,0.003922,0.003922,0.003922
21,26.504460000,0.000000,0.000000,0.000000
21,26.769500000,0.003922,0.003922,0.003922
21,27.037200000,0.000000,0.000000,0.000000
21,27.307570000,0.000000,0.000000,0.000000
21,27.580640000,0.000000,0.000000,0.000000
21,27.856450000,0.000000,0.000000,0.000000
21,28.135020000,0.000000,0.000000,0.000000
21,28.416360000,0.003922,0.003922,0.003922
21,28.700530000,0.003922,0.003922,0.003922
21,28.987530000,0.003922,0.003922,0.003922
21,29.277410000,0.000000,0.000000,0.000000
21,29.570180000,0.000000,0.000000,0.000000
21,29.865880000,0.003922,0.003922,0.003922
21,30.164540000,0.000000,0.000000,0.000000
21,30.466190000,0.000000,0.000000,0.000000
21,30.770850000,0.003922,0.003922,0.003922
21,31.078560000,0.000000,0.000000,0.000000
21,31.389340000,0.003922,0.003922,0.003922
21,31.703230000,0.000000,0.000000,0.000000
21,32.020270000,0.000000,0.000000,0.000000
21,32.340470000,0.000000,0.000000,0.000000
21,32.663880000,0.000000,0.000000,0.000000
21,32.990510000,0.000000,0.000000,0.000000
21,33.320420000,0.003922,0.003922,0.003922
21,33.653620000,0.003922,0.003922,0.003922
21,33.990160000,0.003922,0.003922,0.003922
21,34.330060000,0.000000,0.000000,0.000000
21,34.673360000,0.000000,0.000000,0.000000
21,35.020090000,0.003922,0.003922,0.003922
21,35.370290000,0.000000,0.000000,0.000000
21,35.724000000,0.000000,0.000000,0.000000
21,36.081230000,0.003922,0.003922,0.003922
21,36.442050000,0.000000,0.000000,0.000000
21,36.806470000,0.003922,0.003922,0.003922
21,37.174530000,0.000000,0.000000,0.000000
21,37.546280000,0.000000,0.000000,0.000000
21,37.921740000,0.000000,0.000000,0.000000
21,38.300960000,0.000000,0.000000,0.000000
21,38.683970000,0.000000,0.000000,0.000000
21,39.070810000,0.003922,0.003922,0.003922
21,39.461520000,0.003922,0.003922,0.003922
21,39.856130000,0.003922,0.003922,0.003922
21,40.254690000,0.000000,0.000000,0.000000
21,40.657240000,0.000000,0.000000,0.000000
21,41.063810000,0.003922,0.003922,0.003922
21,41.474450000,0.000000,0.000000,0.000000
21,41.889190000,0.000000,0.000000,0.000000
21,42.308080000,0.003922,0.003922,0.003922
21,42.731160000,0.000000,0.000000,0.000000
21,43.158470000,0.003922,0.003922,0.003922
21,43.590060000,0.000000,0.000000,0.000000
21,44.025960000,0.000000,0.000000,0.000000
21,44.466220000,0.000000,0.000000,0.000000
21,44.910880000,0.000000,0.000000,0.000000
21,45.359990000,0.000000,0.000000,0.000000
21,45.813580000,0.003922,0.003922,0.003922
21,46.271720000,0.003922,0.003922,0.003922
21,46.734430000,0.003922,0.003922,0.003922
21,47.201770000,0.000000,0.000000,0.000000
21,47.673790000,0.000000,0.000000,0.000000
21,48.150530000,0.003922,0.003922,0.003922
21,48.632040000,0.000000,0.000000,0.000000
21,49.118360000,0.000000,0.000000,0.000000
21,49.609540000,0.003922,0.003922,0.003922
21,50.105640000,0.000000,0.000000,0.000000
21,50.606690000,0.003922,0.003922,0.003922
21,51.112760000,0.000000,0.000000,0.000000
21,51.623890000,0.000000,0.000000,0.000000
21,52.140130000,0.000000,0.000000,0.000000
21,52.661530000,0.000000,0.000000,0.000000
21,53.188140000,0.000000,0.000000,0.000000
21,53.720020000,0.003922,0.003922,0.003922
21,54.257220000,0.003922,0.003922,0.003922
21,54.799790000,0.003922,0.003922,0.003922
21,55.347790000,0.000000,0.000000,0.000000
21,55.901270000,0.000000,0.000000,0.000000
21,56.460280000,0.003922,0.003922,0.003922
21,57.024880000,0.000000,0.000000,0.000000
21,57.595130000,0.000000,0.000000,0.000000
21,58.171080000,0.003922,0.003922,0.003922
21,58.752790000,0.000000,0.000000,0.000000
21,59.340320000,0.003922,0.003922,0.003922
21,59.933720000,0.000000,0.000000,0.000000
21,60.533060000,0.000000,0.000000,0.000000
21,61.138390000,0.000000,0.000000,0.000000
21,61.749770000,0.000000,0.000000,0.000000
21,62.367270000,0.000000,0.000000,0.000000
21,62.990940000,0.003922,0.003922,0.003922
21,63.620850000,0.003922,0.003922,0.003922
21,64.257060000,0.003922,0.003922,0.003922
21,64.899640000,0.000000,0.000000,0.000000
21,65.548630000,0.000000,0.000000,0.000000
21,66.204120000,0.003922,0.003922,0.003922
21,66.866160000,0.000000,0.000000,0.000000
21,67.534820000,0.000000,0.000000,0.000000
21,68.210170000,0.003922,0.003922,0.003922
21,68.892270000,0.000000,0.000000,0.000000
21,69.581180000,0.003922,0.003922,0.003922
21,70.276990000,0.000000,0.000000,0.000000
21,70.979760000,0.000000,0.000000,0.000000
21,71.689560000,0.000000,0.000000,0.000000
21,72.406460000,0.000000,0.000000,0.000000
21,73.130520000,0.000000,0.000000,0.000000
21,73.861820000,0.003922,0.003922,0.003922
21,74.600440000,0.003922,0.003922,0.003922
21,75.346440000,0.003922,0.003922,0.003922
21,76.099910000,0.000000,0.000000,0.000000
21,76.860910000,0.000000,0.000000,0.000000
21,77.629520000,0.003922,0.003922,0.003922
21,78.405810000,0.000000,0.000000,0.000000
21,79.189870000,0.000000,0.000000,0.000000
21,79.981770000,0.003922,0.003922,0.003922
21,80.781590000,0.000000,0.000000,0.000000
21,81.589400000,0.003922,0.003922,0.003922
21,82.405300000,0.000000,0.000000,0.000000
21,83.229350000,0.000000,0.000000,0.000000
21,84.061640000,0.000000,0.000000,0.000000
21,84.902250000,0.000000,0.000000,0.000000
21,85.751270000,0.000000,0.000000,0.000000
21,86.608790000,0.003922,0.003922,0.003922
21,87.474880000,0.003922,0.003922,0.003922
21,88.349620000,0.003922,0.003922,0.003922
21,89.233120000,0.000000,0.000000,0.000000
21,90.125460000,0.000000,0.000000,0.000000
21,91.026710000,0.003922,0.003922,0.003922
21,91.936970000,0.000000,0.000000,0.000000
21,92.856350000,0.000000,0.000000,0.000000
21,93.784910000,0.003922,0.003922,0.003922
21,94.722760000,0.000000,0.000000,0.000000
21,95.669990000,0.003922,0.003922,0.003922
21,96.626690000,0.000000,0.000000,0.000000
21,97.592950000,0.000000,0.000000,0.000000
21,98.568880000,0.000000,0.000000,0.000000
21,99.554570000,0.000000,0.000000,0.000000
21,100.550100000,0.000000,0.000000,0.000000
21,101.555600000,0.003922,0.003922,0.003922
21,102.571200000,0.003922,0.003922,0.003922
21,103.596900000,0.003922,0.003922,0.003922
21,104.632800000,0.000000,0.000000,0.000000
21,105.679200000,0.000000,0.000000,0.000000
21,106.736000000,0.003922,0.003922,0.003922
21,107.803300000,0.000000,0.000000,0.000000
21,108.881400000,0.000000,0.000000,0.000000
21,109.970200000,0.003922,0.003922,0.003922
21,111.069900000,0.000000,0.000000,0.000000
21,112.180600000,0.003922,0.003922,0.003922
21,113.302400000,0.000000,0.000000,0.000000
21,114.435400000,0.000000,0.000000,0.000000
21,115.579800000,0.000000,0.000000,0.000000
21,116.735500000,0.000000,0.000000,0.000000
21,117.902900000,0.000000,0.000000,0.000000
21,119.081900000,0.003922,0.003922,0.003922
21,120.272800000,0.003922,0.003922,0.003922
21,121.475500000,0.003922,0.003922,0.003922
21,122.690200000,0.000000,0.000000,0.000000
21,123.917100000,0.000000,0.000000,0.000000
21,125.156300000,0.003922,0.003922,0.003922
21,126.407900000,0.000000,0.000000,0.000000
21,127.671900000,0.000000,0.000000,0.000000
21,128.948700000,0.003922,0.003922,0.003922
21,130.238200000,0.000000,0.000000,0.000000
21,131.540500000,0.003922,0.003922,0.003922
21,132.855900000,0.000000,0.000000,0.000000
21,134.184500000,0.000000,0.000000,0.000000
21,135.526300000,0.000000,0.000000,0.000000
21,136.881600000,0.000000,0.000000,0.000000
21,138.250400000,0.000000,0.000000,0.000000
21,139.632900000,0.003922,0.003922,0.003922
21,141.029300000,0.003922,0.003922,0.003922
21,142.439500000,0.003922,0.003922,0.003922
21,143.863900000,0.000000,0.000000,0.000000
21,145.302600000,0.000000,0.000000,0.000000
21,146.755600000,0.003922,0.003922,0.003922
21,148.223200000,0.000000,0.000000,0.000000
21,149.705400000,0.000000,0.000000,0.000000
21,151.202400000,0.003922,0.003922,0.003922
21,152.714500000,0.000000,0.000000,0.000000
21,154.241600000,0.003922,0.003922,0.003922
21,155.784000000,0.000000,0.000000,0.000000
21,157.341900000,0.000000,0.000000,0.000000
21,158.915300000,0.000000,0.000000,0.000000
21,160.504400000,0.000000,0.000000,0.000000
21,162.109500000,0.000000,0.000000,0.000000
21,163.730600000,0.003922,0.003922,0.003922
21,165.367900000,0.003922,0.003922,0.003922
21,167.021500000,0.003922,0.003922,0.003922
21,168.691800000,0.000000,0.000000,0.000000
21,170.378700000,0.000000,0.000000,0.000000
21,172.082500000,0.003922,0.003922,0.003922
21,173.803300000,0.000000,0.000000,0.000000
21,175.541300000,0.000000,0.000000,0.000000
21,177.296700000,0.003922,0.003922,0.003922
21,179.069700000,0.000000,0.000000,0.000000
21,180.860400000,0.003922,0.003922,0.003922
21,182.669000000,0.000000,0.000000,0.000000
21,184.495700000,0.000000,0.000000,0.000000
21,186.340700000,0.000000,0.000000,0.000000
21,188.204100000,0.000000,0.000000,0.000000
21,190.086100000,0.000000,0.000000,0.000000
21,191.987000000,0.003922,0.003922,0.003922
21,193.906800000,0.003922,0.003922,0.003922
21,195.845900000,0.003922,0.003922,0.003922
21,197.804300000,0.000000,0.000000,0.000000
21,199.782400000,0.000000,0.000000,0.000000
21,201.780200000,0.003922,0.003922,0.003922
21,203.798000000,0.000000,0.000000,0.000000
21,205.836000000,0.000000,0.000000,0.000000
21,207.894300000,0.003922,0.003922,0.003922
21,209.973300000,0.000000,0.000000,0.000000
21,212.073000000,0.003922,0.003922,0.003922
21,214.193800000,0.000000,0.000000,0.000000
21,216.335700000,0.000000,0.000000,0.000000
21,218.499100000,0.000000,0.000000,0.000000
21,220.684000000,0.000000,0.000000,0.000000
21,222.890900000,0.000000,0.000000,0.000000
21,225.119800000,0.003922,0.003922,0.003922
21,227.371000000,0.003922,0.003922,0.003922
21,229.644700000,0.003922,0.003922,0.003922
21,231.941100000,0.000000,0.000000,0.000000
21,234.260500000,0.000000,0.000000,0.000000
21,236.603100000,0.003922,0.003922,0.003922
21,238.969200000,0.000000,0.000000,0.000000
21,241.358900000,0.000000,0.000000,0.000000
21,243.772500000,0.003922,0.003922,0.003922
21,246.210200000,0.000000,0.000000,0.000000
21,248.672300000,0.003922,0.003922,0.003922
21,251.159000000,0.000000,0.000000,0.000000
21,253.670600000,0.000000,0.000000,0.000000
21,256.207300000,0.000000,0.000000,0.000000
21,258.769400000,0.000000,0.000000,0.000000
21,261.357100000,0.000000,0.000000,0.000000
21,263.970600000,0.003922,0.003922,0.003922
21,266.610300000,0.003922,0.003922,0.003922
21,269.276400000,0.003922,0.003922,0.003922
21,271.969200000,0.000000,0.000000,0.000000
21,274.688900000,0.000000,0.000000,0.000000
21,277.435800000,0.003922,0.003922,0.003922
21,280.210100000,0.000000,0.000000,0.000000
21,283.012200000,0.000000,0.000000,0.000000
21,285.842300000,0.003922,0.003922,0.003922
21,288.700700000,0.000000,0.000000,0.000000
21,291.587700000,0.003922,0.003922,0.003922
21,294.503600000,0.000000,0.000000,0.000000
21,297.448600000,0.000000,0.000000,0.000000
21,300.423100000,0.000000,0.000000,0.000000
21,303.427400000,0.000000,0.000000,0.000000
21,306.461600000,0.000000,0.000000,0.000000
21,309.526200000,0.003922,0.003922,0.003922
21,312.621500000,0.003922,0.003922,0.003922
21,315.747700000,0.003922,0.003922,0.003922
21,318.905200000,0.000000,0.000000,0.000000
21,322.094200000,0.000000,0.000000,0.000000
21,325.315200000,0.003922,0.003922,0.003922
21,328.568300000,0.000000,0.000000,0.000000
21,331.854000000,0.000000,0.000000,0.000000
21,335.172500000,0.003922,0.003922,0.003922
21,338.524300000,0.000000,0.000000,0.000000
21,341.909500000,0.003922,0.003922,0.003922
21,345.328600000,0.000000,0.000000,0.000000
21,348.781900000,0.000000,0.000000,0.000000
21,352.269700000,0.000000,0.000000,0.000000
21,355.792400000,0.000000,0.000000,0.000000
21,359.350300000,0.000000,0.000000,0.000000
21,362.943800000,0.003922,0.003922,0.003922
21,366.573300000,0.003922,0.003922,0.003922
21,370.239000000,0.003922,0.003922,0.003922
21,373.941400000,0.000000,0.000000,0.000000
21,377.680800000,0.000000,0.000000,0.000000
21,381.457600000,0.003922,0.003922,0.003922
21,385.272200000,0.000000,0.000000,0.000000
21,389.124900000,0.000000,0.000000,0.000000
21,393.016100000,0.003922,0.003922,0.003922
21,396.946300000,0.000000,0.000000,0.000000
22,0.000100000,0.003922,0.003922,0.003922
22,0.000101000,0.000000,0.000000,0.000000
22,0.000102010,0.000000,0.000000,0.000000
22,0.000103030,0.000000,0.000000,0.000000
22,0.000104060,0.000000,0.000000,0.000000
22,0.000105101,0.000000,0.000000,0.000000
22,0.000106152,0.003922,0.003922,0.003922
22,0.000107214,0.003922,0.003922,0.003922
22,0.000108286,0.003922,0.003922,0.003922
22,0.000109369,0.000000,0.000000,0.000000
22,0.000110462,0.000000,0.000000,0.000000
22,0.000111567,0.003922,0.003922,0.003922
22,0.000112683,0.000000,0.000000,0.000000
22,0.000113809,0.000000,0.000000,0.000000
22,0.000114947,0.003922,0.003922,0.003922
22,0.000116097,0.000000,0.000000,0.000000
22,0.000117258,0.003922,0.003922,0.003922
22,0.000118430,0.000000,0.000000,0.000000
22,0.000119615,0.000000,0.000000,0.000000
22,0.000120811,0.000000,0.000000,0.000000
22,0.000122019,0.000000,0.000000,0.000000
22,0.000123239,0.000000,0.000000,0.000000
22,0.000124472,0.003922,0.003922,0.003922
22,0.000125716,0.003922,0.003922,0.003922
22,0.000126973,0.003922,0.003922,0.003922
22,0.000128243,0.000000,0.000000,0.000000
22,0.000129526,0.000000,0.000000,0.000000
22,0.000130821,0.003922,0.003922,0.003922
22,0.000132129,0.000000,0.000000,0.000000
22,0.000133450,0.000000,0.000000,0.000000
22,0.000134785,0.003922,0.003922,0.003922
22,0.000136133,0.000000,0.000000,0.000000
22,0.000137494,0.003922,0.003922,0.003922
22,0.000138869,0.000000,0.000000,0.000000
22,0.000140258,0.000000,0.000000,0.000000
22,0.000141660,0.000000,0.000000,0.000000
22,0.000143077,0.000000,0.000000,0.000000
22,0.000144508,0.000000,0.000000,0.000000
22,0.000145953,0.003922,0.003922,0.003922
22,0.000147412,0.003922,0.003922,0.003922
22,0.000148886,0.003922,0.003922,0.003922
22,0.000150375,0.000000,0.000000,0.000000
22,0.000151879,0.000000,0.000000,0.000000
22,0.000153398,0.003922,0.003922,0.003922
22,0.000154932,0.000000,0.000000,0.000000
22,0.000156481,0.000000,0.000000,0.000000
22,0.000158046,0.003922,0.003922,0.003922
22,0.000159626,0.000000,0.000000,0.000000
22,0.000161223,0.003922,0.003922,0.003922
22,0.000162835,0.000000,0.000000,0.000000
22,0.000164463,0.000000,0.000000,0.000000
22,0.000166108,0.000000,0.000000,0.000000
22,0.000167769,0.000000,0.000000,0.000000
22,0.000169446,0.000000,0.000000,0.000000
22,0.000171141,0.003922,0.003922,0.003922
22,0.000172852,0.003922,0.003922,0.003922
22,0.000174581,0.003922,0.003922,0.003922
22,0.000176327,0.000000,0.000000,0.000000
22,0.000178090,0.000000,0.000000,0.000000
22,0.000179871,0.003922,0.003922,0.003922
22,0.000181670,0.000000,0.000000,0.000000
22,0.000183486,0.000000,0.000000,0.000000
22,0.000185321,0.003922,0.003922,0.003922
22,0.000187174,0.000000,0.000000,0.000000
22,0.000189046,0.003922,0.003922,0.003922
22,0.000190937,0.000000,0.000000,0.000000
22,0.000192846,0.000000,0.000000,0.000000
22,0.000194774,0.000000,0.000000,0.000000
22,0.000196722,0.000000,0.000000,0.000000
22,0.000198689,0.000000,0.000000,0.000000
22,0.000200676,0.003922,0.003922,0.003922
22,0.000202683,0.003922,0.003922,0.003922
22,0.000204710,0.003922,0.003922,0.003922
22,0.000206757,0.000000,0.000000,0.000000
22,0.000208824,0.000000,0.000000,0.000000
22,0.000210913,0.003922,0.003922,0.003922
22,0.000213022,0.000000,0.000000,0.000000
22,0.000215152,0.000000,0.000000,0.000000
22,0.000217304,0.003922,0.003922,0.003922
22,0.000219477,0.000000,0.000000,0.000000
22,0.000221671,0.003922,0.003922,0.003922
22,0.000223888,0.000000,0.000000,0.000000
22,0.000226127,0.000000,0.000000,0.000000
22,0.000228388,0.000000,0.000000,0.000000
22,0.000230672,0.000000,0.000000,0.000000
22,0.000232979,0.000000,0.000000,0.000000
22,0.000235309,0.003922,0.003922,0.003922
22,0.000237662,0.003922,0.003922,0.003922
22,0.000240038,0.003922,0.003922,0.003922
22,0.000242439,0.000000,0.000000,0.000000
22,0.000244863,0.000000,0.000000,0.000000
22,0.000247312,0.003922,0.003922,0.003922
22,0.000249785,0.000000,0.000000,0.000000
22,0.000252283,0.000000,0.000000,0.000000
22,0.000254805,0.003922,0.003922,0.003922
22,0.000257353,0.000000,0.000000,0.000000
22,0.000259927,0.003922,0.003922,0.003922
22,0.000262526,0.000000,0.000000,0.000000
22,0.000265152,0.000000,0.000000,0.000000
22,0.000267803,0.000000,0.000000,0.000000
22,0.000270481,0.000000,0.000000,0.000000
22,0.000273186,0.000000,0.000000,0.000000
22,0.000275918,0.003922,0.003922,0.003922
22,0.000278677,0.003922,0.003922,0.003922
22,0.000281464,0.003922,0.003922,0.003922
22,0.000284278,0.000000,0.000000,0.000000
22,0.000287121,0.000000,0.000000,0.000000
22,0.000289992,0.003922,0.003922,0.003922
22,0.000292892,0.000000,0.000000,0.000000
22,0.000295821,0.000000,0.000000,0.000000
22,0.000298779,0.003922,0.003922,0.003922
22,0.000301767,0.000000,0.000000,0.000000
22,0.000304785,0.003922,0.003922,0.003922
22,0.000307833,0.000000,0.000000,0.000000
22,0.000310911,0.000000,0.000000,0.000000
22,0.000314020,0.000000,0.000000,0.000000
22,0.000317160,0.000000,0.000000,0.000000
22,0.000320332,0.000000,0.000000,0.000000
22,0.000323535,0.003922,0.003922,0.003922
22,0.000326770,0.003922,0.003922,0.003922
22,0.000330038,0.003922,0.003922,0.003922
22,0.000333339,0.000000,0.000000,0.000000
22,0.000336672,0.000000,0.000000,0.000000
22,0.000340039,0.003922,0.003922,0.003922
22,0.000343439,0.000000,0.000000,0.000000
22,0.000346873,0.000000,0.000000,0.000000
22,0.000350342,0.003922,0.003922,0.003922
22,0.000353846,0.000000,0.000000,0.000000
22,0.000357384,0.003922,0.003922,0.003922
22,0.000360958,0.000000,0.000000,0.000000
22,0.000364567,0.000000,0.000000,0.000000
22,0.000368213,0.000000,0.000000,0.000000
22,0.000371895,0.000000,0.000000,0.000000
22,0.000375614,0.000000,0.000000,0.000000
22,0.000379370,0.003922,0.003922,0.003922
22,0.000383164,0.003922,0.003922,0.003922
22,0.000386996,0.003922,0.003922,0.003922
22,0.000390866,0.000000,0.000000,0.000000
22,0.000394774,0.000000,0.000000,0.000000
22,0.000398722,0.003922,0.003922,0.003922
22,0.000402709,0.000000,0.000000,0.000000
22,0.000406736,0.000000,0.000000,0.000000
22,0.000410804,0.003922,0.003922,0.003922
22,0.000414912,0.000000,0.000000,0.000000
22,0.000419061,0.003922,0.003922,0.003922
22,0.000423251,0.000000,0.000000,0.000000
22,0.000427484,0.000000,0.000000,0.000000
22,0.000431759,0.000000,0.000000,0.000000
22,0.000436076,0.000000,0.000000,0.000000
22,0.000440437,0.000000,0.000000,0.000000
22,0.000444841,0.003922,0.003922,0.003922
22,0.000449290,0.003922,0.003922,0.003922
22,0.000453783,0.003922,0.003922,0.003922
22,0.000458321,0.000000,0.000000,0.000000
22,0.000462904,0.000000,0.000000,0.000000
22,0.000467533,0.003922,0.003922,0.003922
22,0.000472208,0.000000,0.000000,0.000000
22,0.000476930,0.000000,0.000000,0.000000
22,0.000481699,0.003922,0.003922,0.003922
22,0.000486516,0.000000,0.000000,0.000000
22,0.000491382,0.003922,0.003922,0.003922
22,0.000496295,0.000000,0.000000,0.000000
22,0.000501258,0.000000,0.000000,0.000000
22,0.000506271,0.000000,0.000000,0.000000
22,0.000511334,0.000000,0.000000,0.000000
22,0.000516447,0.000000,0.000000,0.000000
22,0.000521611,0.003922,0.003922,0.003922
22,0.000526828,0.003922,0.003922,0.003922
22,0.000532096,0.003922,0.003922,0.003922
22,0.000537417,0.000000,0.000000,0.000000
22,0.000542791,0.000000,0.000000,0.000000
22,0.000548219,0.003922,0.003922,0.003922
22,0.000553701,0.000000,0.000000,0.000000
22,0.000559238,0.000000,0.000000,0.000000
22,0.000564830,0.003922,0.003922,0.003922
22,0.000570479,0.000000,0.000000,0.000000
22,0.000576183,0.003922,0.003922,0.003922
22,0.000581945,0.000000,0.000000,0.000000
22,0.000587765,0.000000,0.000000,0.000000
22,0.000593642,0.000000,0.000000,0.000000
22,0.000599579,0.000000,0.000000,0.000000
22,0.000605575,0.000000,0.000000,0.000000
22,0.000611630,0.003922,0.003922,0.003922
22,0.000617747,0.003922,0.003922,0.003922
22,0.000623924,0.003922,0.003922,0.003922
22,0.000630163,0.000000,0.000000,0.000000
22,0.000636465,0.000000,0.000000,0.000000
22,0.000642830,0.003922,0.003922,0.003922
22,0.000649258,0.000000,0.000000,0.000000
22,0.000655750,0.000000,0.000000,0.000000
22,0.000662308,0.003922,0.003922,0.003922
22,0.000668931,0.000000,0.000000,0.000000
22,0.000675620,0.003922,0.003922,0.003922
22,0.000682376,0.000000,0.000000,0.000000
22,0.000689200,0.000000,0.000000,0.000000
22,0.000696092,0.000000,0.000000,0.000000
22,0.000703053,0.000000,0.000000,0.000000
22,0.000710084,0.000000,0.000000,0.000000
22,0.000717184,0.003922,0.003922,0.003922
22,0.000724356,0.003922,0.003922,0.003922
22,0.000731600,0.003922,0.003922,0.003922
22,0.000738916,0.000000,0.000000,0.000000
22,0.000746305,0.000000,0.000000,0.000000
22,0.000753768,0.003922,0.003922,0.003922
22,0.000761306,0.000000,0.000000,0.000000
22,0.000768919,0.000000,0.000000,0.000000
22,0.000776608,0.003922,0.003922,0.003922
22,0.000784374,0.000000,0.000000,0.000000
22,0.000792218,0.003922,0.003922,0.003922
22,0.000800140,0.000000,0.000000,0.000000
22,0.000808141,0.000000,0.000000,0.000000
22,0.000816223,0.000000,0.000000,0.000000
