delta,light_intensity,grey_out
18,14.021100000,0
18,16.825330000,0
18,20.190390000,0
18,24.228470000,0
18,29.074170000,0
18,34.889000000,0
18,41.866810000,0
18,50.240170000,0
18,60.288200000,0
18,72.345850000,0
18,86.815020000,0
18,104.178000000,0
18,125.013600000,0
19,0.000100000,0
19,0.000120000,1
19,0.000144000,0
19,0.000172800,1
19,0.000207360,0
19,0.000248832,0
19,0.000298599,1
19,0.000358318,0
19,0.000429982,0
19,0.000515978,0
19,0.000619174,0
19,0.000743009,0
19,0.000891611,0
19,0.001069933,0
19,0.001283919,0
19,0.001540703,0
19,0.001848844,0
19,0.002218613,0
19,0.002662335,0
19,0.003194802,0
19,0.003833763,0
19,0.004600516,0
19,0.005520619,0
19,0.006624744,0
19,0.007949693,0
19,0.009539632,0
19,0.011447560,0
19,0.013737070,0
19,0.016484490,0
19,0.019781380,0
19,0.023737660,0
19,0.028485200,0
19,0.034182240,0
19,0.041018690,1
19,0.049222430,0
19,0.059066920,1
19,0.070880300,0
19,0.085056360,0
19,0.102067600,1
19,0.122481200,0
19,0.146977400,0
19,0.176372900,0
19,0.211647500,0
19,0.253977000,0
19,0.304772400,0
19,0.365726900,0
19,0.438872300,0
19,0.526646700,0
19,0.631976100,0
19,0.758371400,0
19,0.910045700,0
19,1.092055000,0
19,1.310466000,0
19,1.572559000,0
19,1.887071000,0
19,2.264486000,0
19,2.717383000,0
19,3.260860000,102
19,3.913032000,221
19,4.695638000,216
19,5.634766000,84
19,6.761720000,0
19,8.114064000,0
19,9.736877000,0
19,11.684250000,0
19,14.021100000,1
19,16.825330000,0
19,20.190390000,1
19,24.228470000,0
19,29.074170000,0
19,34.889000000,1
19,41.866810000,0
19,50.240170000,0
19,60.288200000,0
19,72.345850000,0
19,86.815020000,0
19,104.178000000,0
19,125.013600000,0
20,0.000100000,0
20,0.000120000,0
20,0.000144000,0
20,0.000172800,0
20,0.000207360,0
20,0.000248832,0
20,0.000298599,0
20,0.000358318,0
20,0.000429982,0
20,0.000515978,0
20,0.000619174,0
20,0.000743009,0
20,0.000891611,0
20,0.001069933,0
20,0.001283919,0
20,0.001540703,0
20,0.001848844,0
20,0.002218613,0
20,0.002662335,0
20,0.003194802,1
20,0.003833763,0
20,0.004600516,1
20,0.005520619,0
20,0.006624744,0
20,0.007949693,1
20,0.009539632,0
20,0.011447560,0
20,0.013737070,0
20,0.016484490,0
20,0.019781380,0
20,0.023737660,0
20,0.028485200,0
20,0.034182240,0
20,0.041018690,0
20,0.049222430,0
20,0.059066920,0
20,0.070880300,0
20,0.085056360,0
20,0.102067600,0
20,0.122481200,0
20,0.146977400,0
20,0.176372900,0
20,0.211647500,0
20,0.253977000,0
20,0.304772400,0
20,0.365726900,0
20,0.438872300,0
20,0.526646700,0
20,0.631976100,0
20,0.758371400,0
20,0.910045700,0
20,1.092055000,1
20,1.310466000,0
20,1.572559000,1
20,1.887071000,0
20,2.264486000,0
20,2.717383000,1
20,3.260860000,0
20,3.913032000,4
20,4.695638000,149
20,5.634766000,243
20,6.761720000,184
20,8.114064000,0
20,9.736877000,0
20,11.684250000,0
20,14.021100000,0
20,16.825330000,0
20,20.190390000,0
20,24.228470000,0
20,29.074170000,0
20,34.889000000,0
20,41.866810000,0
20,50.240170000,0
20,60.288200000,0
20,72.345850000,0
20,86.815020000,0
20,104.178000000,0
20,125.013600000,0
21,0.000100000,0
21,0.000120000,0
21,0.000144000,0
21,0.000172800,0
21,0.000207360,0
21,0.000248832,1
21,0.000298599,0
21,0.000358318,1
21,0.000429982,0
21,0.000515978,0
21,0.000619174,1
21,0.000743009,0
21,0.000891611,0
21,0.001069933,0
21,0.001283919,0
21,0.001540703,0
21,0.001848844,0
21,0.002218613,0
21,0.002662335,0
21,0.003194802,0
21,0.003833763,0
21,0.004600516,0
21,0.005520619,0
21,0.006624744,0
21,0.007949693,0
21,0.009539632,0
21,0.011447560,0
21,0.013737070,0
21,0.016484490,0
21,0.019781380,0
21,0.023737660,0
21,0.028485200,0
21,0.034182240,0
21,0.041018690,0
21,0.049222430,0
21,0.059066920,0
21,0.070880300,0
21,0.085056360,1
21,0.102067600,0
21,0.122481200,1
21,0.146977400,0
21,0.176372900,0
21,0.211647500,1
21,0.253977000,0
21,0.304772400,0
21,0.365726900,0
21,0.438872300,0
21,0.526646700,0
21,0.631976100,0
21,0.758371400,0
21,0.910045700,0
21,1.092055000,0
21,1.310466000,0
21,1.572559000,0
21,1.887071000,0
21,2.264486000,0
21,2.717383000,0
21,3.260860000,0
21,3.913032000,0
21,4.695638000,1
21,5.634766000,4
21,6.761720000,190
21,8.114064000,243
21,9.736877000,146
21,11.684250000,0
21,14.021100000,0
21,16.825330000,0
21,20.190390000,0
21,24.228470000,0
21,29.074170000,1
21,34.889000000,0
21,41.866810000,1
21,50.240170000,0
21,60.288200000,0
21,72.345850000,1
21,86.815020000,0
21,104.178000000,0
21,125.013600000,0
22,0.000100000,0
22,0.000120000,0
22,0.000144000,0
22,0.000172800,0
22,0.000207360,0
22,0.000248832,0
22,0.000298599,0
22,0.000358318,0
22,0.000429982,0
22,0.000515978,0
22,0.000619174,0
22,0.000743009,0
22,0.000891611,0
22,0.001069933,0
22,0.001283919,0
22,0.001540703,0
22,0.001848844,0
22,0.002218613,0
22,0.002662335,0
22,0.003194802,0
22,0.003833763,0
22,0.004600516,0
22,0.005520619,0
22,0.006624744,1
22,0.007949693,0
22,0.009539632,1
22,0.011447560,0
22,0.013737070,0
22,0.016484490,1
22,0.019781380,0
22,0.023737660,0
22,0.028485200,0
22,0.034182240,0
22,0.041018690,0
22,0.049222430,0
22,0.059066920,0
22,0.070880300,0
22,0.085056360,0
22,0.102067600,0
22,0.122481200,0
22,0.146977400,0
22,0.176372900,0
22,0.211647500,0
22,0.253977000,0
22,0.304772400,0
22,0.365726900,0
22,0.438872300,0
22,0.526646700,0
22,0.631976100,0
22,0.758371400,0
22,0.910045700,0
22,1.092055000,0
22,1.310466000,0
22,1.572559000,0
22,1.887071000,0
22,2.264486000,1
22,2.717383000,0
22,3.260860000,1
22,3.913032000,0
22,4.695638000,0
22,5.634766000,1
22,6.761720000,1
22,8.114064000,86
22,9.736877000,218
22,11.684250000,214
22,14.021100000,89
22,16.825330000,3
22,20.190390000,0
22,24.228470000,0
22,29.074170000,0
22,34.889000000,0
22,41.866810000,0
22,50.240170000,0
22,60.288200000,0
22,72.345850000,0
22,86.815020000,0
22,104.178000000,0
22,125.013600000,0
23,0.000100000,0
23,0.000120000,0
23,0.000144000,0
23,0.000172800,0
23,0.000207360,0
23,0.000248832,0
23,0.000298599,0
23,0.000358318,0
23,0.000429982,0
23,0.000515978,1
23,0.000619174,0
23,0.000743009,1
23,0.000891611,0
23,0.001069933,0
23,0.001283919,1
23,0.001540703,0
23,0.001848844,0
23,0.002218613,0
23,0.002662335,0
23,0.003194802,0
23,0.003833763,0
23,0.004600516,0
23,0.005520619,0
23,0.006624744,0
23,0.007949693,0
23,0.009539632,0
23,0.011447560,0
23,0.013737070,0
23,0.016484490,0
23,0.019781380,0
23,0.023737660,0
23,0.028485200,0
23,0.034182240,0
23,0.041018690,0
23,0.049222430,0
23,0.059066920,0
23,0.070880300,0
23,0.085056360,0
23,0.102067600,0
23,0.122481200,0
23,0.146977400,0
23,0.176372900,1
23,0.211647500,0
23,0.253977000,1
23,0.304772400,0
23,0.365726900,0
23,0.438872300,1
23,0.526646700,0
23,0.631976100,0
23,0.758371400,0
23,0.910045700,0
23,1.092055000,0
23,1.310466000,0
23,1.572559000,0
23,1.887071000,0
23,2.264486000,0
23,2.717383000,0
23,3.260860000,0
23,3.913032000,0
23,4.695638000,0
23,5.634766000,0
23,6.761720000,0
23,8.114064000,0
23,9.736877000,0
23,11.684250000,151
23,14.021100000,242
23,16.825330000,188
23,20.190390000,10
23,24.228470000,0
23,29.074170000,0
23,34.889000000,0
23,41.866810000,0
23,50.240170000,0
23,60.288200000,1
23,72.345850000,0
23,86.815020000,1
23,104.178000000,0
23,125.013600000,0
24,0.000100000,1
24,0.000120000,0
24,0.000144000,0
24,0.000172800,0
24,0.000207360,0
24,0.000248832,0
24,0.000298599,0
24,0.000358318,0
24,0.000429982,0
24,0.000515978,0
24,0.000619174,0
24,0.000743009,0
24,0.000891611,0
24,0.001069933,0
24,0.001283919,0
24,0.001540703,0
24,0.001848844,0
24,0.002218613,0
24,0.002662335,0
24,0.003194802,0
24,0.003833763,0
24,0.004600516,0
24,0.005520619,0
24,0.006624744,0
24,0.007949693,0
24,0.009539632,0
24,0.011447560,0
24,0.013737070,1
24,0.016484490,0
24,0.019781380,1
24,0.023737660,0
24,0.028485200,0
24,0.034182240,1
24,0.041018690,0
24,0.049222430,0
24,0.059066920,0
24,0.070880300,0
24,0.085056360,0
24,0.102067600,0
24,0.122481200,0
24,0.146977400,0
24,0.176372900,0
24,0.211647500,0
24,0.253977000,0
24,0.304772400,0
24,0.365726900,0
24,0.438872300,0
24,0.526646700,0
24,0.631976100,0
24,0.758371400,0
24,0.910045700,0
24,1.092055000,0
24,1.310466000,0
24,1.572559000,0
24,1.887071000,0
24,2.264486000,0
24,2.717383000,0
24,3.260860000,0
24,3.913032000,0
24,4.695638000,1
24,5.634766000,0
24,6.761720000,1
24,8.114064000,0
24,9.736877000,0
24,11.684250000,1
24,14.021100000,0
24,16.825330000,184
24,20.190390000,244
24,24.228470000,148
24,29.074170000,1
24,34.889000000,0
24,41.866810000,0
24,50.240170000,0
24,60.288200000,0
24,72.345850000,0
24,86.815020000,0
24,104.178000000,0
24,125.013600000,0
25,0.000100000,0
25,0.000120000,0
25,0.000144000,0
25,0.000172800,0
25,0.000207360,0
25,0.000248832,0
25,0.000298599,0
25,0.000358318,0
25,0.000429982,0
25,0.000515978,0
25,0.000619174,0
25,0.000743009,0
25,0.000891611,0
25,0.001069933,1
25,0.001283919,0
25,0.001540703,1
25,0.001848844,0
25,0.002218613,0
25,0.002662335,1
25,0.003194802,0
25,0.003833763,0
25,0.004600516,0
25,0.005520619,0
25,0.006624744,0
25,0.007949693,0
25,0.009539632,0
25,0.011447560,0
25,0.013737070,0
25,0.016484490,0
25,0.019781380,0
25,0.023737660,0
25,0.028485200,0
25,0.034182240,0
25,0.041018690,0
25,0.049222430,0
25,0.059066920,0
25,0.070880300,0
25,0.085056360,0
25,0.102067600,0
25,0.122481200,0
25,0.146977400,0
25,0.176372900,0
25,0.211647500,0
25,0.253977000,0
25,0.304772400,0
25,0.365726900,1
25,0.438872300,0
25,0.526646700,1
25,0.631976100,0
25,0.758371400,0
25,0.910045700,1
25,1.092055000,0
25,1.310466000,0
25,1.572559000,0
25,1.887071000,0
25,2.264486000,0
25,2.717383000,0
25,3.260860000,0
25,3.913032000,0
25,4.695638000,0
25,5.634766000,0
25,6.761720000,0
25,8.114064000,0
25,9.736877000,0
25,11.684250000,0
25,14.021100000,0
25,16.825330000,1
25,20.190390000,81
25,24.228470000,216
25,29.074170000,216
25,34.889000000,104
25,41.866810000,3
25,50.240170000,0
25,60.288200000,0
25,72.345850000,0
25,86.815020000,0
25,104.178000000,0
25,125.013600000,1
26,0.000100000,0
26,0.000120000,1
26,0.000144000,0
26,0.000172800,0
26,0.000207360,1
26,0.000248832,0
26,0.000298599,0
26,0.000358318,0
26,0.000429982,0
26,0.000515978,0
26,0.000619174,0
26,0.000743009,0
26,0.000891611,0
26,0.001069933,0
26,0.001283919,0
26,0.001540703,0
26,0.001848844,0
26,0.002218613,0
26,0.002662335,0
26,0.003194802,0
26,0.003833763,0
26,0.004600516,0
26,0.005520619,0
26,0.006624744,0
26,0.007949693,0
26,0.009539632,0
26,0.011447560,0
26,0.013737070,0
26,0.016484490,0
26,0.019781380,0
26,0.023737660,0
26,0.028485200,1
26,0.034182240,0
26,0.041018690,1
26,0.049222430,0
26,0.059066920,0
26,0.070880300,1
26,0.085056360,0
26,0.102067600,0
26,0.122481200,0
26,0.146977400,0
26,0.176372900,0
26,0.211647500,0
26,0.253977000,0
26,0.304772400,0
26,0.365726900,0
26,0.438872300,0
26,0.526646700,0
26,0.631976100,0
26,0.758371400,0
26,0.910045700,0
26,1.092055000,0
26,1.310466000,0
26,1.572559000,0
26,1.887071000,0
26,2.264486000,0
26,2.717383000,0
26,3.260860000,0
26,3.913032000,0
26,4.695638000,0
26,5.634766000,0
26,6.761720000,0
26,8.114064000,0
26,9.736877000,1
26,11.684250000,0
26,14.021100000,1
26,16.825330000,0
26,20.190390000,1
26,24.228470000,6
26,29.074170000,148
26,34.889000000,236
26,41.866810000,188
26,50.240170000,9
26,60.288200000,2
26,72.345850000,0
26,86.815020000,0
26,104.178000000,0
26,125.013600000,0
27,0.000100000,0
27,0.000120000,0
27,0.000144000,0
27,0.000172800,0
27,0.000207360,0
27,0.000248832,0
27,0.000298599,0
27,0.000358318,0
27,0.000429982,0
27,0.000515978,0
27,0.000619174,0
27,0.000743009,0
27,0.000891611,0
27,0.001069933,0
27,0.001283919,0
27,0.001540703,0
27,0.001848844,0
27,0.002218613,1
27,0.002662335,0
27,0.003194802,1
27,0.003833763,0
27,0.004600516,0
27,0.005520619,1
27,0.006624744,0
27,0.007949693,0
27,0.009539632,0
27,0.011447560,0
27,0.013737070,0
27,0.016484490,0
27,0.019781380,0
27,0.023737660,0
27,0.028485200,0
27,0.034182240,0
27,0.041018690,0
27,0.049222430,0
27,0.059066920,0
27,0.070880300,0
27,0.085056360,0
27,0.102067600,0
27,0.122481200,0
27,0.146977400,0
27,0.176372900,0
27,0.211647500,0
27,0.253977000,0
27,0.304772400,0
27,0.365726900,0
27,0.438872300,0
27,0.526646700,0
27,0.631976100,0
27,0.758371400,1
27,0.910045700,0
27,1.092055000,1
27,1.310466000,0
27,1.572559000,0
27,1.887071000,1
27,2.264486000,0
27,2.717383000,0
27,3.260860000,0
27,3.913032000,0
27,4.695638000,0
27,5.634766000,0
27,6.761720000,0
27,8.114064000,0
27,9.736877000,0
27,11.684250000,0
27,14.021100000,0
27,16.825330000,0
27,20.190390000,0
27,24.228470000,0
27,29.074170000,3
27,34.889000000,17
27,41.866810000,184
27,50.240170000,242
27,60.288200000,151
27,72.345850000,2
27,86.815020000,2
27,104.178000000,0
27,125.013600000,0
28,0.000100000,0
28,0.000120000,0
28,0.000144000,0
28,0.000172800,1
28,0.000207360,0
28,0.000248832,1
28,0.000298599,0
28,0.000358318,0
28,0.000429982,1
28,0.000515978,0
28,0.000619174,0
28,0.000743009,0
28,0.000891611,0
28,0.001069933,0
28,0.001283919,0
28,0.001540703,0
28,0.001848844,0
28,0.002218613,0
28,0.002662335,0
28,0.003194802,0
28,0.003833763,0
28,0.004600516,0
28,0.005520619,0
28,0.006624744,0
28,0.007949693,0
28,0.009539632,0
28,0.011447560,0
28,0.013737070,0
28,0.016484490,0
28,0.019781380,0
28,0.023737660,0
28,0.028485200,0
28,0.034182240,0
28,0.041018690,0
28,0.049222430,0
28,0.059066920,1
28,0.070880300,0
28,0.085056360,1
28,0.102067600,0
28,0.122481200,0
28,0.146977400,1
28,0.176372900,0
28,0.211647500,0
28,0.253977000,0
28,0.304772400,0
28,0.365726900,0
28,0.438872300,0
28,0.526646700,0
28,0.631976100,0
28,0.758371400,0
28,0.910045700,0
28,1.092055000,0
28,1.310466000,0
28,1.572559000,0
28,1.887071000,0
28,2.264486000,0
28,2.717383000,0
28,3.260860000,0
28,3.913032000,0
28,4.695638000,0
28,5.634766000,0
28,6.761720000,0
28,8.114064000,0
28,9.736877000,0
28,11.684250000,0
28,14.021100000,0
28,16.825330000,0
28,20.190390000,1
28,24.228470000,0
28,29.074170000,1
28,34.889000000,0
28,41.866810000,2
28,50.240170000,90
28,60.288200000,214
28,72.345850000,218
28,86.815020000,84
28,104.178000000,5
28,125.013600000,0
29,0.000100000,0
29,0.000120000,0
29,0.000144000,0
29,0.000172800,0
29,0.000207360,0
29,0.000248832,0
29,0.000298599,0
29,0.000358318,0
29,0.000429982,0
29,0.000515978,0
29,0.000619174,0
29,0.000743009,0
29,0.000891611,0
29,0.001069933,0
29,0.001283919,0
29,0.001540703,0
29,0.001848844,0
29,0.002218613,0
29,0.002662335,0
29,0.003194802,0
29,0.003833763,0
29,0.004600516,1
29,0.005520619,0
29,0.006624744,1
29,0.007949693,0
29,0.009539632,0
29,0.011447560,1
29,0.013737070,0
29,0.016484490,0
29,0.019781380,0
29,0.023737660,0
29,0.028485200,0
29,0.034182240,0
29,0.041018690,0
29,0.049222430,0
29,0.059066920,0
29,0.070880300,0
29,0.085056360,0
29,0.102067600,0
29,0.122481200,0
29,0.146977400,0
29,0.176372900,0
29,0.211647500,0
29,0.253977000,0
29,0.304772400,0
29,0.365726900,0
29,0.438872300,0
29,0.526646700,0
29,0.631976100,0
29,0.758371400,0
29,0.910045700,0
29,1.092055000,0
29,1.310466000,0
29,1.572559000,1
29,1.887071000,0
29,2.264486000,1
29,2.717383000,0
29,3.260860000,0
29,3.913032000,1
29,4.695638000,0
29,5.634766000,0
29,6.761720000,0
29,8.114064000,0
29,9.736877000,0
29,11.684250000,0
29,14.021100000,0
29,16.825330000,0
29,20.190390000,0
29,24.228470000,0
29,29.074170000,0
29,34.889000000,0
29,41.866810000,0
29,50.240170000,1
29,60.288200000,12
29,72.345850000,145
29,86.815020000,242
29,104.178000000,186
29,125.013600000,3
30,0.000100000,0
30,0.000120000,0
30,0.000144000,0
30,0.000172800,0
30,0.000207360,0
30,0.000248832,0
30,0.000298599,0
30,0.000358318,1
30,0.000429982,0
30,0.000515978,1
30,0.000619174,0
30,0.000743009,0
30,0.000891611,1
30,0.001069933,0
30,0.001283919,0
30,0.001540703,0
30,0.001848844,0
30,0.002218613,0
30,0.002662335,0
30,0.003194802,0
30,0.003833763,0
30,0.004600516,0
30,0.005520619,0
30,0.006624744,0
30,0.007949693,0
30,0.009539632,0
30,0.011447560,0
30,0.013737070,0
30,0.016484490,0
30,0.019781380,0
30,0.023737660,0
30,0.028485200,0
30,0.034182240,0
30,0.041018690,0
30,0.049222430,0
30,0.059066920,0
30,0.070880300,0
30,0.085056360,0
30,0.102067600,0
30,0.122481200,1
30,0.146977400,0
30,0.176372900,1
30,0.211647500,0
30,0.253977000,0
30,0.304772400,1
30,0.365726900,0
30,0.438872300,0
30,0.526646700,0
30,0.631976100,0
30,0.758371400,0
30,0.910045700,0
30,1.092055000,0
30,1.310466000,0
30,1.572559000,0
30,1.887071000,0
30,2.264486000,0
30,2.717383000,0
30,3.260860000,0
30,3.913032000,0
30,4.695638000,0
30,5.634766000,0
30,6.761720000,0
30,8.114064000,0
30,9.736877000,0
30,11.684250000,0
30,14.021100000,0
30,16.825330000,0
30,20.190390000,0
30,24.228470000,0
30,29.074170000,0
30,34.889000000,0
30,41.866810000,1
30,50.240170000,0
30,60.288200000,1
30,72.345850000,3
30,86.815020000,17
30,104.178000000,187
30,125.013600000,242
31,0.000100000,0
31,0.000120000,0
31,0.000144000,0
31,0.000172800,0
31,0.000207360,0
31,0.000248832,0
31,0.000298599,0
31,0.000358318,0
31,0.000429982,0
31,0.000515978,0
31,0.000619174,0
31,0.000743009,0
31,0.000891611,0
31,0.001069933,0
31,0.001283919,0
31,0.001540703,0
31,0.001848844,0
31,0.002218613,0
31,0.002662335,0
31,0.003194802,0
31,0.003833763,0
31,0.004600516,0
31,0.005520619,0
31,0.006624744,0
31,0.007949693,0
31,0.009539632,1
31,0.011447560,0
31,0.013737070,1
31,0.016484490,0
31,0.019781380,0
31,0.023737660,1
31,0.028485200,0
31,0.034182240,0
31,0.041018690,0
31,0.049222430,0
31,0.059066920,0
31,0.070880300,0
31,0.085056360,0
31,0.102067600,0
31,0.122481200,0
31,0.146977400,0
31,0.176372900,0
31,0.211647500,0
31,0.253977000,0
31,0.304772400,0
31,0.365726900,0
31,0.438872300,0
31,0.526646700,0
31,0.631976100,0
31,0.758371400,0
31,0.910045700,0
31,1.092055000,0
31,1.310466000,0
31,1.572559000,0
31,1.887071000,0
31,2.264486000,0
31,2.717383000,0
31,3.260860000,1
31,3.913032000,0
31,4.695638000,1
31,5.634766000,0
31,6.761720000,0
31,8.114064000,1
31,9.736877000,0
31,11.684250000,0
31,14.021100000,0
31,16.825330000,0
31,20.190390000,0
31,24.228470000,0
31,29.074170000,0
31,34.889000000,0
31,41.866810000,0
31,50.240170000,0
31,60.288200000,0
31,72.345850000,0
31,86.815020000,0
31,104.178000000,10
31,125.013600000,87
32,0.000100000,0
32,0.000120000,0
32,0.000144000,0
32,0.000172800,0
32,0.000207360,0
32,0.000248832,0
32,0.000298599,0
32,0.000358318,0
32,0.000429982,0
32,0.000515978,0
32,0.000619174,0
32,0.000743009,1
32,0.000891611,0
32,0.001069933,1
32,0.001283919,0
32,0.001540703,0
32,0.001848844,1
32,0.002218613,0
32,0.002662335,0
32,0.003194802,0
32,0.003833763,0
32,0.004600516,0
32,0.005520619,0
32,0.006624744,0
32,0.007949693,0
32,0.009539632,0
32,0.011447560,0
32,0.013737070,0
32,0.016484490,0
32,0.019781380,0
32,0.023737660,0
32,0.028485200,0
32,0.034182240,0
32,0.041018690,0
32,0.049222430,0
32,0.059066920,0
32,0.070880300,0
32,0.085056360,0
32,0.102067600,0
32,0.122481200,0
32,0.146977400,0
32,0.176372900,0
32,0.211647500,0
32,0.253977000,1
32,0.304772400,0
32,0.365726900,1
32,0.438872300,0
32,0.526646700,0
32,0.631976100,1
32,0.758371400,0
32,0.910045700,0
32,1.092055000,0
32,1.310466000,0
32,1.572559000,0
32,1.887071000,0
32,2.264486000,0
32,2.717383000,0
32,3.260860000,0
32,3.913032000,0
32,4.695638000,0
32,5.634766000,0
32,6.761720000,0
32,8.114064000,0
32,9.736877000,0
32,11.684250000,0
32,14.021100000,0
32,16.825330000,0
32,20.190390000,0
32,24.228470000,0
32,29.074170000,0
32,34.889000000,0
32,41.866810000,0
32,50.240170000,0
32,60.288200000,0
32,72.345850000,0
32,86.815020000,1
32,104.178000000,0
32,125.013600000,4
